-(b^y)-(~y)-(~b),-2*(~(b&y))
-e+2*y-4*(~e&y)-2*(~(e^y)),-(~e|y)-(~(e&y))
2*(~(x|y))+(x&~y)+2*(~x&y)-(~x)+2,-(x&y)+1
y+2*(~(x|y))-(~x&y)-(~(x^y))-(x|~y)+1,-x+1
-(~x|y)+(~(x&y))+y-(x&~y),-(x|~y)-1
3*(~(x^y))-3*(x|~y)+2*x-y-(x&y)-1,-(x^y)-1
(x&~y)+(~x|y)-(~(x&y)),x&y
-2*(~e)-e+2*y-3*(e&y)-(e&~y)-1,-2*(e|~y)-1
-(~y)-3*(~x)+4*(~x|y)-2*y-2*(x&y)+1,-(x^y)+1
(x&~y)+2*(~x&y)-(x^y)+(~y),-(x&y)-1
-2*(~y)+2*(x|~y)+(~(x&y))-x+1,-(x&~y)
(~x|y)+(~(x&y))-x-(~(x|y))-(~x&y)+1,~x+1
(a^y)+(~(a|y))+(~y)-(~(a&y))+1,-y
-3*(~(x^y))+2*(x|~y)+2*(~x)-x-y+2,-4*(x&y)+1
2*(~x)-(~(x&y))+(x|y)+2,-(x&~y)+(~x&y)+1
-y+3*(x&~y)-(x|~y),-3*(~x|y)+(~(x&y))-1
-(x&y)+2*(~x&y)+2*(x|~y)-(~x)-(~(x&y))+1,x+1
(x|y)-(x&~y)-(~x&y)+2*(~x)-(~x|y)+2,-x+1
(x^y)+2*(~(x|y))-3*(~y)+(x|~y)-y-1,-(x&~y)-1
(~x|y)-(~(x&y))+x-(x&y)-(x|y),-(x^y)
(x^y)+(~(x|y))-2*(~x)+2*(~x|y)-y+2,-(~x&y)+1
y+3*(~(x|y))+(x&~y)-2*(x|~y)-(~x),-x
-y+2*(x&y)+(x^y)-(x&~y),-(~(x&y))-1
(x|y)-2*(~x&y)+(~(x|y))-(~(x^y)),x-y
-2*(~y)+4*(x|~y)+(~x)-x+2,2*(~(x^y))+1
(x&~y)+2*(~(x|y))-(~y)-(~(x&y)),(x&y)-(x|y)
-2*x+2*(x|y)-(x^y)-(~(x|y))-(~x&y)-1,-(~y)-1
-(x^y)+2*(~y)-(x|~y)+y,-(x|y)-1
(x&~y)+(~y)-(x|~y)+(~x),-2*(x&y)-1
-2*(t&y)-(~t&y)-(t^y)+2*(~y)-(t|~y),-t-3*y-1
(~(x^y))+(x&y)-(x|y),-2*(x&~y)-2*(~x&y)-1
(~x&y)+2*(~(x|y))-(~(x&y))+y+1,-2*(x&~y)
(x|y)-(x&~y)+2*(~x)-(~x|y)-(~(x&y)),-x+y
-3*(x^y)-(x|~y)+2*(~(x&y))-y+2,-3*(x|y)+1
2*(~(x^y))+(~y)+(~x)-(~x|y)-x-1,3*(~(x|y))-1
-(~(x|y))+2*(~(x^y))+(~y)-(x|~y)+2,-(x^y)+1
-(~x)+2*x+y-4*(x&y)-2*(x&~y)+1,-(~(x^y))+1
(~x&~y|z)-(~x&y^z)+(x|~y)+2*(x|y&~z)-2*(x|y^z)-2*(x|y^~z),-(x|y|z)
x-d-(~d),-(~x)
(~x)+(~x|y)+2*(x&~y)-(~x&y),~y-1
-(x&y)+2*(x|y)-2*(x^y)+2*(~x)-(~x|y)+1,-x
2*(~x|b)+(~(x&b))-b-(~x&b),2*(~(x|b))-1
(x&~y)-(~x&y)+(~y)-(~x)-1,2*x-2*y-1
2*(~(x^a))+2*(~(x&a))-x-(~x&a)+1,3*(~(x|a))
(x|~y)-(~x)+(~x|y)-x+2,-(x^y)+1
2*(x^y)-4*(~x&y)-(~(x^y))-(x|~y)+1,-3*(~x|y)
(~(x&y))+y-(~(x|y))-2*(~x&y)+2,-(~x)+1
-(~y)+(x|~y)-y,-(~x&y)
3*(x|~y)+2*(~x)-(~x|y)-y,(~(x^y))+3*(~y)
6*(~(x&y))-y+3*(~(x^y))-4*(~y)-2*(-1),3*(~x)
2*(~y)-2*(~x)+y-(x|y)-1,(x&~y)-2*(~x&y)-1
-y+4*(x|y)-(x&~y)-(~x&y)+2*(x|~y)-(~x)+1,4*x
(x|~y)+2*y-2*(x&y)-(x|y)-(~x&y)+1,~(x|y)+1
6*(x|y)+3*(~(x^y))-(~x|y)-(~(x&y)),4*x+3*y-1
2*x-y-(x|y)-2*(~(x|y))-(x&~y),-2*(~x)
(~x)-2*(~(x|y))-(x&~y)-(~x&y),-(~y)
4*x-c-(x^c)-(~x&c)+1,3*(x|~c)-3*(~x)+1
(~x)+(~x|a)-(~(x&a))-2*a,-2*(x|a)-1
2*(x|y)-(x^y)+(~(x|y))-(x|~y),y
2*y-(x|y)-(x^y)-(~(x|y))+1,(~(x^y))-2*(~y)+1
-y+3*(x^y)-2*(x&~y)+2*(~(x^y))-2*(~x)+1,x+1
-(x&(y|z))+(~x&y^z)+3*(y^z)+3*(~y^z)-(~x|~y|z)-(-1)-(-1),~x&(y^z)
4*(~x|c)+3*x-2*c-2*(x|c)+1,3*(~(x^c))+(~c)+1
3*(~x&y)-(x^y)+3*(~y)-(x|~y)-(~x),-2*(x&y)-1
3*(~x&c)+(~c)+(x|~c)-(~x)+1,x^c
2*(x|~y)-2*x+(x^y)-(~(x|y))-(~x&y)+1,~y+1
(~x&~y|z)-(~x&~z)-(~x&~y&z)+(~x|y&z)+(x&(~y|~z))-(x|y^~z),z
3*x+y-3*(x|y)-(~(x|y))-(~(x^y)),-2*(~x)
(~x&y)+(~(x&y))-y+1,-2*(x&y)
2*(~x|y)+x-2*(x&y)+(x^y)-(x&~y)-(~x&y)+1,~x
(x|y)+2*(~(x|y))+(x&~y)-(x|~y),-(x&y)-1
(x|y)+(x&~y)+(~(x^y))-2*(-1),-(~x)
(~(x^y))-2*(~y)+(~(x&y))-y,-(x&~y)
2*(~x)-(~(x&y))+3*x-2*(x&y)-(x|y),~y
3*(x|~y|z)+(~x|~z)+(x^~z)+(x|y&~z)-(x|y^z)-2*(x|y^~z)-2*(-1),~x&~y
-(x&y)+2*(~x&y)-2*(x^y)+(~(x&y)),-2*x-1
2*x-2*(x|y)+(x^y)-(~(x^y))+2,-2*(~x|y)+1
(x|y)+(x^y)+2*(~x|y)-(~(x&y))+1,2*y
-(x^y)+(~y)+(~x)-2*(~x|y),-2*y
4*(x|y)-(x&~y)-(~x&y)-(x^y)-1,2*x+2*y-1
(x|~y)+2*(~x)+3*x-y-2*(x&y)-(x&~y)+1,2*(~y)
-2*y+(x|y)-(x&~y)+(~x&y)-(~x)+1,-(~x|y)+1
2*(x|y)-(~x&y)+(~(x^y))+(~x)-(~x|y),x-1
-3*(~x)+2*(~x|y)+2*(~(x&y))-x-y+1,~y+1
(~x|y)+2*(~(x&y))-2*x+y-(~x&y),3*(~x)
y-3*(x&y)+2*(~(x^y))-(x|~y),-2*x-1
3*(x|~y)-x+y-(x&~y),2*(~(x^y))-1
4*(~x&y)-(x^y)+2*(x|~y)-(~x|y)-y+2,-(x&y)+1
-2*(~c)+3*(x|~c)+(~x|c)-x-c-1,2*(~(x^c))-1
2*(x^y)+5*(~(x|y))-3*(~y)-(~x|y)+1,-2*x
y-(x^y)-(~(x|y))-(~x&y)+2,-2*(~(x&y))+1
-(x^y)+(~y)+3*x-y-(x&y),2*(x&~y)-3*(~x&y)-1
3*(x^y)+2*(~y)+2*(~x|y)-3*(~(x&y))-y+1,x&~y
(x|~a)+(~(x&a))+a-(x|a),~(x|a)-1
(x&y)+2*(~y)-2*(x|~y)+(~x)-(~(x&y)),-x
-2*(x&y)+(x&~y)-(~x&y)+(~(x^y))-(~y),-y
(x|~y)-3*(x&y)+(x|y)-(~x&y),-(~(x^y))+2*(~y)
(x&~y)+2*(~(x^y))-2*(x|~y)-(~x),-(~(x&y))
2*(~x&y)+2*(x|~y)-(~x)-(~(x&y))-x,x&y
3*(~x)-(~(x&y))+4*x-y-2*(x&y)-(x&~y)+1,~y
-3*(x^y)+6*(~y)-4*(x|~y)-2*(~x|y),-x-5*y
-(x|y)+2*(x^y)-(x&~y)+(~(x^y)),-x-1
-(x&y)+(x|y)-2*(x^y)+(~x&y)-(~x),-(~(x&y))
-(x^y)+(~x|y)+2*x-y-(x|y)+1,-(x&~y)-3*(~x&y)
2*(x|~y)+(~x)-x-y-(x&~y)+1,3*(~(x|y))+1
-4*(x|~y)+5*(~x)+8*x-y-(x&y)-(x|y)+1,2*(x^y)
(x^y)+2*(~(x^y))+(~y)-(x|~y)-(~x)-x,-(x|y)-1
(~(x^y))+2*(~x)-(~x|y)+x+2,~(x|y)+1
2*x-(x|y)-(x^y)-2*(~y)+2,-3*(~(x&y))+1
(~x&y)+(x|~y)+(~x)-2*(~x|y)-x,-2*(x&y)
-2*(x^y)+(~y)-(~x)+x-(x&y)+1,-3*(~x&y)+1
-3*(x&~y)+(x^y)+2*(~y)-(~x)+2,-(x|y)+1
-(d|~y)+2*(~d|y)+d-(d|y)+1,-2*(d&~y)
(~(a^y))+(a|~y)-(~(a&y))-a+1,-2*(a^y)
(~x&y)+(x^y)+2*(~y)-(x|~y)-x-y+2,-4*(x&y)+1
4*(~x&y)-(~y)+3*(x|~y)-(~x)-(~x|y),2*(x|y)
2*(x^y)+2*(~(x|y))-(~y)+(x|~y)-(~x)+1,x&~y
(x^y)-(x&~y)+(~(x^y))-(~x),x&y
3*(x^y)+2*(~(x|y))-(~(x&y))-x-y+1,-3*(x&y)
-(x&~y)+(~x&y)+2*(~y)-(x|~y)-(~x)+1,-(x&y)+1
-2*y+3*(x|y)-(~x&y)+(~(x^y))-(~y),2*x
(x&~y)-2*(x^y)+(x|~y)-3*x-y,-4*(x|y)-1
-(~y)+3*(x|~y)-2*x+1,-(x^y)+(~(x|y))
(~(x|y))+3*(~y)-2*(x|~y)-(~(x&y))+1,-x-2*y
3*(x|y)-(x&~y)-(x^y)+(~y)-(~x),2*x+y
-(~(x|y))+2*(x|~y)+(~x)-(~(x&y))-x+1,-(x^y)
(~(x&y))+x+y+1,x|y
(~y)+(x&y)-2*(x&~y)-(~x&y)+2,-2*(x^y)+1
3*(x^e)-2*(~e)+2*(~x|e)-x-e,4*(~x&e)
-(x|y)+3*(x^y)-3*(~x&y)-(~y)+1,-2*(~x|y)
2*(x|e)-(x&~e)-(~x&e)+(~(x^e))+2,2*(x&e)+1
2*(~x)-(~x|y)+x-(x&~y)-(~x&y)-1,~(x|y)-1
(~x)-2*y+2*(x|y)-(x&~y)-(~x&y)-1,~y-1
-2*(x&y)-(x|y)-(~x&y)+(~y)-(~x),-3*y
-2*(~(x|y))+2*(~x)+x-y,x^y
2*x-2*(x|y)+(x^y)-(~(x^y))+2,-2*(~x|y)+1
x-c-(x&c)-(~(x^c))+1,-2*(~x|c)+(~(x&c))+1
(~x|y)-2*(~(x|y))-(~x&y)+(~y),-(~x)-1
-3*(x|~y)+(~x|y)+3*x-(x|y)-(x&~y),-2*(~y)
(x^y)+4*(~(x|y))-(~(x^y))-2*(~y)+1,-2*x
3*(~(b^y))-(~y)-(~b|y)+2,3*(b&y)-2*(b|y)+1
2*(x|y)-(x&~y)+(~(x^y))-(~x|y)+1,x+y+1
-(x^d)+(~d)+(~x)-2*(-1),-2*(x|d)
-(~(x|y))+2*(x|~y)-x+y+1,x&y
(~y)-(~x)+2*(~x|y)-(x&y)-(x|y),2*(~(x|y))
2*(~(x^y))+2*(~y)+(~x)-x-(x|y),5*(~(x|y))
-(c&y)+(~(c|y))+(c&~y)-(~c&y)-(~y)-1,-y-1
-2*(x&y)-(~x&y)+2*(~(x|y))-(~x|y),-x-3*y-1
-(x&y)+2*(x|y)-(x^y)-(x&~y),y
-(x|y)+2*(x^y)-2*(~x&y)-(~y),-(~x|y)
y-2*(x&y)-(~(x|y))-(x&~y)-(~x&y),-(x|~y)
-(~x&a)+3*(x^a)+3*(~(x^a))-(~a)-(x|~a)+1,a
-2*(~(x^y))+(~y)+2*(~x|y)-y+1,-2*(x&y)
2*(~(x&y))-(~(x|y))-(x&~y)+(~(x^y)),~x-1
-y+3*(x&y)-2*(~(x^y))+1,-(x|~y)-2*(~x)
2*y-(x|y)+2*(x^y)-3*(~x&y)+2,-(~x)+1
-(d&y)+2*(d|y)-(d&~y)-2*(~d&y)+2,-(~d)+1
2*x+y-2*(x&y)-2*(x^y)-(~(x^y))-1,-(~x)-1
(x&~y)+4*(~x&y)-2*(x^y)+2*(~y)-(~x)+1,-(x&y)
2*(x|~y)+(~x|y)-x-(~(x|y))+2,~(x^y)+1
(~x|y)+(~(x&y))+(x&y)-2*(~x&y)-(~(x^y)),x|~y
(x|~y)+(~x|y)-(x&y)-(~x&y)-1,(~(x^y))+(~y)-1
2*(x&y)+(x^y)+(~(x|y))-(x&~y)-(~(x^y))+1,y+1
-x-(~(x|y))-(~x&y)-(~x),-(~x|y)-(~(x&y))
(b^y)-2*(~y)+2*(b|~y)-y-(b&y),b&~y
3*(x|~y)+(~x|y)+(~(x&y))-2*x+3,3*(~(x|y))+1
y-3*(x&y)-(x|y)+(~(x^y))-(~y)-1,-2*x-1
-2*x+2*(x&y)+(x^y)-(~x&y)-(~x)+1,-(~(x&y))+1
-(b^y)+6*(~y)-4*(~b|y)-2*(~(b&y)),3*b-7*y
-(x^y)+(~(x|y))+2*y-(x&y),-2*(x&~y)-1
(x|~y)-(~x)+2*(~x|y)-(~(x&y))-x-y,-2*(x^y)-1
-y+(x|y)-(x^y)-2*(~(x|y))-(~x&y)+1,-2*(~x)+1
-y+2*(x|y)+(~(x|y))-(~x&y)-(~y),x
-(x|~y)-(~x|y)+3*y-(x|y)-(~x&y)-1,-2*(~y)-1
(x|~y)+3*(~x)+3*x-y-2*(x&y)-(~x&y),3*(~y)-1
-(x&y)-(x|y)-(x&~y)+(~y)-(x|~y)+1,-2*x-y+1
-(~x)+3*y-3*(x&y)-(x|y)+1,-2*(x|~y)
(~y)+(~x^y&~z)+(x|y|~z)+(~x|y&z)+(x|y^z)-3*(-1),~x&~y
2*(~x|y)+(~(x&y))-(x&y)+1,2*(~x)
2*(x|~y)+2*(~(x&y))-(x&y)-(~x&y)+2,3*(~y)+1
(a|y)+2*(~(a|y))+(~a&y)-(~y)-(~a),y
2*x+y-3*(x&y)-(x^y),-(~x|y)-1
2*y-(x&~y)-(~x&y)+1,(~(x^y))-2*(~y)
(x&d)+2*(x^d)-(x&~d)+(~(x^d))+1,d
2*(~(x^y))-(~x|y)+y-(x&y)+2,-(x^y)+1
-(x|y)+(x^y)+2*(~(x|y))-(~y)-(x|~y),-2*x
2*(~x|y)+3*x-4*(x&y)-(x|y)-(~x&y),2*(~y)
(~(x^y))-(~y)+(x|~y)-(~x|y)-x-1,-(x^y)-1
-(~x&y)+(x^y)+3*(~(x|y))-2*(~y)-y+1,-2*(x|y)
-2*(~x&y)-(x|~y)+(~x|y)-x-y+1,-2*(x|y)+1
-(~x|t)+3*x+t-(x&t)-(x|t)-(x&~t),-2*(~x)-1
-(~y)+4*(~x|y)+2*x-3*y+2,-2*(x^y)-1
(x|~y)+(~x)+2*x-3*(x&y)-(x^y)-1,2*(~y)-1
x+4*y-4*(x|y)-2*(~x),(~x|y)-3*(~(x&y))
-(~x&y)+(x^y)+(~x|y)-(~(x&y))-x-y,-(x|y)
2*(~y)-2*(~a)+(~a|y),(a&~y)-2*(~a&y)-1
(x|~y)-(~x)+2*(~(x&y))-x-(~x&y)-1,2*(~y)-1
(x^y)+2*(~(x|y))-(~x)+1,-y
-(~(x&y))+x+(~x&y),-(x^y)-2*(~(x|y))-1
(~(x^y))-(~y)+x-2*y,-2*(~x&y)
(x^y)+(~x)-(~(x&y))+(x&y)-(x|y),-(x&~y)
(~(x|y))-(~y)+(~x)+x+2,-(x&~y)+1
x+2*y-2*(x&y)+1,-(~(x^y))-(~y)-1
(~x&y)+(~(x^y))-(~x),x&y
-3*(~x&y)+2*(x^y)+2*(~(x|y))-(x|~y)+2,-2*y+1
x+y-2*(x|y),-(x^y)
3*(x^y)-3*(x&~y)-(~x&y)+(~(x^y))-(~x)+1,y+1
4*(x|y)-(x&~y)-(x^y)+2*(x|~y)-(~x|y)+1,3*x+y
(a|y)+(a&~y)-(~a&y)+(~a)-(~(a&y))-1,a-1
2*(~(e|y))-(~y)+(e|~y)-(~(e&y)),-2*(e^y)-1
3*(~(x^y))-(~(x&y))+3*x-4*y-2*(-1),-7*(~x&y)
x-y-(~(x|y))+(~x),-(~x|y)-1
-x+2*y-4*(~x&y)-(~(x^y))-(~y),-2*(~(x&y))
-(x^y)+2*(x&~y)-(~(x^y))+1,-2*(~x|y)
2*(a^y)+(a|~y)-(~a|y)+a-(a|y)-1,3*(a&~y)-1
x+y-2*(x&y)-(~x&y)+1,-(~x|y)
2*(~y)+(~x|y)-2*(~(x&y))-x,-(x^y)+(~(x|y))
(x^e)+2*(~(x^e))-2*(~x)-3*x-e+1,-2*(x|e)+1
2*(x&~y^z)+2*(~x|~z)+2*(x^~z)-(~y^z)-(y^~z)-(-1)-(-1),2*(~x&(y^z))
-(x&y)+2*(x|y)+2*(~(x|y))-(~y)-(~(x&y)),y
2*y-3*(x^y)+3*(x&~y)-(x|~y),-2*(~(x&y))-1
2*(~x|y)-2*(x&y)-(~(x|y))+1,-(x|~y)+(~x)
-2*(x&y)+(x|y)-(~(x|y))-2*(x&~y)+1,-2*(x|~y)
-(x^y)+2*(~y)-3*(~x)+(~x|y)-(x|y),-4*(~x&y)
3*(x|y)-2*(x^y)+2*(~(x|y))-(~(x^y))+1,x&y
2*(~(x^y))-(~x|y)+y-(x|y)+1,-2*(x^y)
-(x|y)-(x&~y)+(x^y)+2*(~y)-(~x)+1,-2*y
-2*(~y)-(~x)+x+2,-2*(x^y)-4*(~(x|y))+1
(~x|d)+x+d-(x&d)-(x|d)-(~x&d)+2,-(x^d)+1
2*(x&y)+(x^y)+3*(~(x|y))-2*(x|~y)-(~x|y),-x
(x|~y)-(~(x&y))-(x|y),-(x&~y)-2*(~x&y)
-(~x|y)+2*x-(~x&y)-(~y),-3*(~x)-1
-(x|~y)+4*(~x)+5*x-y-2*(x|y)-(~(x|y)),~y-1
(b^y)+(~b)+2*(b&y)-(b|y)+1,-(b&~y)
2*(x|y)-(~y)+3*(x|~y)-(~x)-(~x|y),4*x
2*(~(x|d))-(~d)+2*x-d+1,-2*(~x&d)
x-2*y-(~(x|y))-(~(x^y))+1,-3*(~x|y)
-(~y)+x-(x&y)+(x|y)+1,-2*(~(x|y))
(~x|y)-(x&y)+(x|y)+(~(x|y))+2,~x+1
5*(x|y)+3*(~(x^y))-(x|~y)-(~x)+2,3*x+3*y+1
-(~y)+3*(~c)+3*c-y-(c&~y)-(~c&y)+1,~(c^y)
-(x|t)+3*(x^t)-3*(~x&t)-(~t)+1,-2*(~x|t)
(~y)-(x|~y)+2*(~x|y)-2*(~(x&y))-x,-3*(x&~y)
-2*(x|~y)+3*(~x)+4*x-y+1,x^y
5*(~x)-3*(~(x&y))+4*x-y-(x|y),2*(~(x^y))
2*(x|t)+3*(~(x^t))+3*(~t)-4*(x|~t)-2*(-1),-x
(~x)+2*(x&y)-(x|y)-(~x&y)+2,-2*(x^y)+1
3*(x|~y)+(~x|y)-2*(x&y)+(x^y)+1,2*(~y)-1
2*(~(x^y))+(~y)-2*(x|~y)-(~x)-x-y,-2*(x|y)
-(x&~y)+(x^y)+2*(~y)-(x|~y)-(~(x&y)),-(x&y)
4*(~(x&y))+5*x-y-6*(x&~y)+4,~(x^y)+1
-(x&y)-(~x&y)+(~(x|y))-(x|~y)+1,-x-y+1
-2*(x&t)+2*(x|t)-(x^t)+2*(~(x|t))-(~t)+1,-x
-(~(x|y))+2*(~y)-(x|~y)+(~x|y)+2,-(x&y)+1
2*(~x&y)-(~(x|y))+2*(~(x^y))-2*y,-(x|y)-1
-(x&y)+(x&~y)-(~x&y)-(x^y)+(~(x&y))+1,-2*y
3*(~y)+3*(~x|y)-(~(x&y))-x-y,4*(~(x|y))-1
2*(x|~y)+(~(x&y))-x-y-(~(x|y))-1,2*(~y)-1
-(c&y)+2*(~y)-(~c)-(~(c&y)),c-2*y
2*(x|y)+3*(~x&y)-2*(x^y)+2*(~y)-(~(x&y))+1,y
(x|~y)-(~x|y)+2*y-2*(x|y),-(x^y)
(x&~y)-(~x&y)+(~x|y)-x,-(x|y)-1
2*(x&y)+3*(x^y)+3*(~(x|y))-(~x)-(~(x&y)),x-1
3*(~(x^y))-(~y)+x-2*(x&y)-2*(-1),-2*(x^y)
4*(x|y)-(x&~y)-2*(x^y)+(~y)-(x|~y)+1,x+2*y+1
x+2*a-2*(x&a)-(~x&a)+1,-(~(x|a))
-2*y+3*(x|y)-2*(x^y)-(x&~y)-(~(x^y)),-(~x)
x-2*(x&y)-(~(x|y))-(x&~y)-(~x&y)-1,-(~x|y)-1
3*(x&~y)+2*(~(x|y))-(~y)+(~x)-(~(x&y))+1,-y
4*(~(d|y))-(~y)-4*(~d)+2*(~d|y)-d+1,-3*(d^y)
y+(x^y)-2*(x&~y)+2*(~y)-2*(~x)-1,x-1
-4*(x|~y)+2*(~(x&y))+3*x-y,-3*(~(x^y))-1
(x|~y)+(~x)-2*x-2*y+3,-2*(x&y)-3*(x|y)+1
(~(x^y))+3*(~x)-2*(~x|y)-2*(-1),-2*x-y
-(~(x^y))+(~x)-(~x|y)+(~(x&y))-x-y,-4*(x&y)
-(x|~y)+x+(x^y)-2*(x&~y)-(~x&y),-(~y)
(x|~y)+2*(~x)+2*(x&~y)-(~x&y)+2,2*(~y)+1
(x&y)+2*(x|y)-(x&~y)+(~(x|y))-(x|~y)+1,2*y+1
2*(~y)-(~x)+(~x|y)-(~(x&y))+1,-2*(~x&y)
-(x&~y)+(~y)+(~x)-(~(x&y))-y+2,-2*(x|y)+1
-2*y+2*(x|y)-(x^y)-(x&~y)-(~(x^y)),-(~x|y)
2*x+2*y-3*(x&y)-(x|y)+1,-(~(x^y))
2*x+d-(x&d)-(x|d)-(~(x|d))-(~x&d)+1,-2*(~x)
x-2*y-(x&y)-(~(x|y))-(~y)-1,-2*(~x|y)-1
-(x&~e)-(~e)+(x|~e)-(~x)+2,-2*(~(x&e))+1
(x|y)-(x&~y)-(~x&y),x&y
3*(x&~y)-(x^y)+(~(x|y))-(~y),x-y
(~x|y)-x-(x&y)-2*(~(x|y))+2,-2*(x|~y)+1
2*(x^y)+(~(x|y))-2*(~x)+(~x|y)-(x|y),x&~y
2*(d|y)+2*(d&~y)+2*(~(d^y))-(~d)+2,3*d+1
2*x-2*y-(~(x^y))-(x|~y)+1,-3*(~x|y)
-(x^y)+(~(x^y))+(~y)-2*(~x)-y,-4*(~x&y)
2*(~x)+2*x-(~x&y)+1,x|~y
-(x|y)+2*(~(x|y))-(~(x^y))-(~x|y)-1,-x-2*y-1
2*(~x)+2*x-(x&~y)-(~x&y)+1,~(x^y)
3*(x&y)-(x^y)-(x|~y),(~x|y)-3*(~(x&y))-1
(~y)+2*(~x)+(x&y)-(x|y)-(~x&y),3*(~(x|y))
-(~x&y)-(x^y)+(~y)-(x|~y)-x,-2*(x|y)
2*(x|~y)+(~x)-(~x|y)-(x&y)+(x|y)-(x&~y),~y-1
2*(~(x^y))-2*(~x)-x-y+1,-(x&~y)-3*(~x&y)+1
(x&y)-(x&~y)+(~(x|y))-(~(x^y))+(~(x&y))+1,-x
2*(x|~y)+(~x)-2*(~(x&y))-x,-2*(x^y)-1
3*(~(x|y))-2*(~y)+2*x-(x&y)+1,-(x^y)
2*(x|y)-2*(x^y)+3*(~y)-(x|~y)-(~x|y)+1,x-2*y
2*(x^y)+(x|~y)-(~x|y)+(x&y)-(x|y),2*(x&~y)
-(~x&y)+(~(x|y))+2*(~y)-(x|~y)-(~x|y),-3*y-1
3*x-2*(x&y)-2*(x|y)-(~(x^y))-(~y),-2*(~x|y)
2*x-(x|y)-(x&~y)-(~y)+1,-2*(~(x&y))
-(x&y)-3*(x&~y)+(x^y)+(~y),-2*x-1
(x&~y)-2*(~x)+2*(~x|y)-2*x-y-1,-(x|y)-1
(~x&c)+(~(x|c))-(~x)-x-c,-(x&c)-(x|c)
2*(~(x|y))-(~(x&y))-x-y,-3*(x|y)-1
3*(~x)+2*x-2*y+(x^y)-2*(~x&y)-1,3*(~y)-1
3*(~(a^y))-(~y)+a-2*(a|y)+3,-4*(a^y)+1
(~x|y)+(~(x&y))-y-(~y),~x
(x&y)+(~(x|y))+2*(~y)-2*(x|~y)-(~x)-1,-y-1
4*y-3*(x&y)-(x|y)-(x^y)+2*(~y)-(~x)+1,-x
2*(~t|y)+t-y+(t&~y)-(~t&y)-1,2*(t|~y)-1
-3*y+3*(x|y)-(x&~y)+(~(x^y))-(~y)-1,x-1
(~x|y)-(x&y)+(x|y)-(x^y)-(~x&y)+1,~(x^y)+1
(x|~y)+(~x|y)-2*(~(x&y))-x-y,-2*(x^y)
(~(x&y))+(x^y)-2*(~x&y)-(~y),-(~x|y)-1
(x&~y)-2*(~(x|y))+2*(~(x^y))-2*x-y,-(x|y)
4*(~x|y)-2*(~(x&y))+x+1,3*(~(x^y))-3*(~y)-1
(~(x^y))-2*(~x)+(~x|y)-x-(x&y),-(x^y)
2*(x|~y)+(~x|y)-2*(x&y)+(x|y)+1,~y-1
-(~(x^y))+2*(x|~y)+(~x)-2*(~(x&y))-x,-(x^y)
-(~x|y)+2*y-2*(x&y)-(x&~y)+2,-2*(x|~y)+1
-4*(~(x^y))+7*(x|~y)-(~x)-(~(x&y))+1,5*x-3*y
-(e&y)+2*(e|y)-2*(e^y)+(e&~y),-(~e)-1
2*(~(x&c))+2*x-(x|c)-(x&~c),~c-1
2*(x^y)+(~y)+(x|~y)-(~(x&y))+2,2*(x&~y)+1
2*(x|y)+(~x&y)+2*(~(x|y))-(~y)-(~(x&y)),2*y
3*(x|~y)+(~x|y)+(~(x&y))-2*x+3,3*(~(x|y))+1
x+4*y-2*(x|y)-2*(x^y)-1,3*(~(x^y))-3*(~y)-1
-2*(x^y)+(~y)+(~x|y)-2*x-2*y+1,-5*(x|y)-1
(x|c)+(x^c)+2*(~(x|c))-(x&~c),~x-1
-4*(x^y)+(~y)-(~x)-4*x-2*y,(x&y)-7*(x|y)
2*(a&y)+2*(a|y)+3*(~a)-(~a|y)-(~(a&y))+1,2*y
-(x&b)+2*(x|b)-2*(x&~b)-(~x&b),-(~b)-1
2*(~x&y)+3*(~(x|y))-(x|~y)-(~x),-2*x-1
2*(x|y)-2*(x^y)+(~y)-(x|~y),x&y
y-(~(x|y))-(x&~y)-2*(~x&y)+1,-2*(~(x&y))
2*(x&~c)+(~(x|c))-x+c,-(x&c)-1
-5*(x&~y)+3*(~y)-(~x)-(~x|y),(x&y)-3*(x|y)-1
-y+2*(x&y)-2*(~(x^y))+(~y)+2,-2*(~x|y)+1
2*(~y)-(~x)+3*x-y-(x&y),4*(x&~y)-3*(~x&y)-1
-x+(x|y)-(x^y)-(~(x|y))-(~x&y),-(~(x&y))
(~(x|y))+2*(~(x^y))-(x|~y)-2*(~x)-x,-2*(x^y)
-(x&y)-(x|y)+3*(~y)-(~x|y)-(~(x&y)),-4*y-1
(x^y)+2*(~(x|y))-(~y)-(~(x&y)),-(x&~y)
-x-2*y+2*(x|y)-(~x&y)-(~y)+1,-(~x|y)+1
y+(d&y)-(d|y)-(~d)+1,-2*(~(d&y))
-3*(x&~y)+2*(x^y)+(x|~y)-(~x|y)-y+1,-(x&y)+1
2*x-2*y-(x|y)-2*(~(x^y))-(~y)-1,-3*(~x|y)-1
-(~x)+4*(~x|y)+x-2*y+1,2*(~(x^y))
-(x&~y)+(~x&y)+(~y)-(~(x&y))-y+1,-(x|y)+1
3*(~(x&y))-x+2*(x|y)-4*(x^y)-2*(~(x|y)),~x|y
2*(~x)-(~(x&y))+x-y,-(x|y)-1
-2*(~(x&y))+2*x-y-(x&y)-(~(x|y))-1,-3*(~x)-1
